days_trending,publish_hour,publish_month,days_since_publish,view_count,like_count,comment_count,like_rate,comment_rate,engagement_rate,views_per_day,description_length,tag_count,duration_seconds,has_captions,made_for_kids,channel_subscriber_count,channel_video_count,channel_view_count,channel_age_days,title_length,title_word_count,title_has_number,title_has_question,title_has_exclamation,title_all_caps_word,title_has_brackets,title_emoji_count,region_encoded,publish_day_of_week_encoded,definition_encoded,license_encoded,default_language_encoded
1.0,21.0,5.0,1.0,15457.0,1237.0,103.0,0.080028,0.006664,0.086692,15457.0,296.0,0.0,150.0,0,0,24100.0,1.0,1163883.0,2168.0,30.0,4.0,0,0,0,1,1,0.0,4.109259259259259,3.8980978260869565,3.985873919460257,3.9208677685950413,3.76672
2.0,14.0,4.0,1.0,775306.0,16148.0,788.0,0.020828,0.001016,0.021844,775306.0,727.0,17.0,1179.0,0,0,17400000.0,1179.0,8217880126.0,2965.0,35.0,7.0,0,0,0,1,0,0.0,4.109259259259259,3.8980978260869565,3.985873919460257,3.9208677685950413,3.76672
1.0,20.0,4.0,1.0,196836.0,6383.0,194.0,0.032428,0.000986,0.033414,196836.0,194.0,3.0,2164.0,0,0,1370000.0,1693.0,1248833640.0,4596.0,43.0,7.0,0,0,0,0,0,0.0,3.127344521224087,3.963696369636964,3.985873919460257,3.9208677685950413,3.8413685847589423
1.0,15.0,4.0,1.0,143543.0,7879.0,386.0,0.054889,0.002689,0.057579,143543.0,347.0,0.0,3458.0,0,0,503000.0,276.0,145905411.0,4216.0,44.0,10.0,0,0,0,1,0,0.0,4.109259259259259,3.997315436241611,3.985873919460257,3.9208677685950413,3.8413685847589423
4.0,18.0,4.0,1.0,588749.0,21600.0,1247.0,0.036688,0.002118,0.038806,588749.0,1390.0,13.0,4073.0,0,0,1910000.0,414.0,408385126.0,2995.0,57.0,10.0,0,0,0,1,0,0.0,4.006849315068493,3.8980978260869565,3.985873919460257,3.9208677685950413,3.8413685847589423
1.0,16.0,4.0,1.0,132030.0,4678.0,416.0,0.035431,0.003151,0.038582,132030.0,1095.0,2.0,1433.0,0,0,2800000.0,1957.0,1103014961.0,2157.0,46.0,8.0,0,0,1,1,0,0.0,4.109259259259259,3.997315436241611,3.985873919460257,3.9208677685950413,4.039855072462944
1.0,23.0,4.0,1.0,112738.0,4668.0,1063.0,0.041406,0.009429,0.050835,112738.0,1237.0,6.0,1232.0,0,0,1830000.0,3576.0,1286986614.0,4547.0,30.0,6.0,1,0,0,1,0,1.0,3.127344521224087,3.9951298701298703,3.985873919460257,3.9208677685950413,3.76672
1.0,1.0,4.0,1.0,73065.0,4444.0,563.0,0.060823,0.007705,0.068528,73065.0,261.0,11.0,3118.0,0,0,4930000.0,4945.0,2299012558.0,5414.0,63.0,12.0,0,0,0,1,0,0.0,3.127344521224087,3.997315436241611,3.985873919460257,3.9208677685950413,3.76672
1.0,15.0,4.0,1.0,117038.0,4680.0,517.0,0.039987,0.004417,0.044404,117038.0,1276.0,19.0,1575.0,0,0,1020000.0,6108.0,888371843.0,4172.0,33.0,6.0,1,0,0,0,0,0.0,4.109259259259259,3.8346938775510204,3.985873919460257,3.9208677685950413,3.76672
2.0,0.0,4.0,1.0,744362.0,43576.0,4695.0,0.058541,0.006307,0.064849,744362.0,0.0,2.0,1231.0,0,0,14500000.0,2803.0,12498082512.0,3217.0,26.0,6.0,0,0,0,0,0,0.0,4.058309037900875,3.845890410958904,3.985873919460257,3.9208677685950413,3.76672
1.0,18.0,4.0,1.0,199189.0,11947.0,1054.0,0.059978,0.005291,0.06527,199189.0,539.0,52.0,4343.0,0,0,1190000.0,790.0,495720524.0,4078.0,54.0,12.0,1,1,0,0,0,1.0,4.109259259259259,3.8980978260869565,3.985873919460257,3.9208677685950413,3.76672
1.0,15.0,5.0,1.0,166173.0,9571.0,548.0,0.057597,0.003298,0.060894,166173.0,348.0,49.0,2847.0,0,0,2620000.0,3419.0,1638011344.0,5467.0,33.0,9.0,0,0,0,1,0,0.0,4.058309037900875,4.034257748776509,3.985873919460257,3.9208677685950413,3.76672
1.0,7.0,5.0,1.0,299757.0,7294.0,768.0,0.0,0.0,0.0,0.0,122.0,0.0,3662.0,1,0,0.0,0.0,0.0,0.0,20.0,3.0,0,0,0,0,0,0.0,3.127344521224087,4.034257748776509,3.985873919460257,3.9208677685950413,3.76672
1.0,5.0,4.0,2.0,443696.0,29179.0,3451.0,0.065763,0.007778,0.073541,221848.0,137.0,13.0,140.0,0,0,557000.0,118.0,691560993.0,3870.0,50.0,9.0,0,0,0,0,1,0.0,4.058309037900875,4.034257748776509,3.985873919460257,3.9208677685950413,3.76672
1.0,23.0,4.0,1.0,178966.0,12164.0,647.0,0.067968,0.003615,0.071583,178966.0,1008.0,10.0,667.0,0,0,2700000.0,2300.0,1791270913.0,4257.0,57.0,10.0,0,0,0,0,0,0.0,4.058309037900875,3.8346938775510204,3.985873919460257,3.9208677685950413,3.76672
1.0,23.0,4.0,1.0,71029.0,3603.0,588.0,0.050726,0.008278,0.059004,71029.0,1603.0,0.0,4246.0,0,0,662000.0,374.0,254317712.0,2064.0,32.0,6.0,0,1,0,1,0,0.0,4.058309037900875,3.8346938775510204,3.985873919460257,3.9208677685950413,3.76672
1.0,18.0,5.0,1.0,219311.0,3357.0,172.0,0.015307,0.000784,0.016091,219311.0,353.0,27.0,1664.0,0,0,5370000.0,4046.0,1889274961.0,5437.0,56.0,12.0,1,0,0,1,0,0.0,4.006849315068493,3.8980978260869565,3.985873919460257,3.9208677685950413,3.76672
1.0,18.0,5.0,1.0,120098.0,6835.0,387.0,0.056912,0.003222,0.060134,120098.0,1053.0,17.0,3987.0,0,0,1790000.0,1082.0,464944798.0,4439.0,43.0,6.0,0,0,0,0,0,0.0,4.109259259259259,4.034257748776509,3.985873919460257,3.9208677685950413,4.039855072462944
1.0,19.0,4.0,1.0,97965.0,7609.0,700.0,0.077671,0.007145,0.084816,97965.0,672.0,47.0,3001.0,0,0,764000.0,612.0,126880758.0,7510.0,58.0,11.0,1,0,0,0,1,0.0,3.127344521224087,3.997315436241611,3.985873919460257,3.9208677685950413,3.76672
1.0,14.0,5.0,1.0,79990.0,3898.0,330.0,0.048731,0.004126,0.052857,79990.0,252.0,28.0,686.0,0,0,72600.0,36.0,10506168.0,233.0,57.0,12.0,0,0,1,1,0,0.0,4.109259259259259,3.8346938775510204,3.985873919460257,3.9208677685950413,3.8413685847589423
1.0,22.0,4.0,1.0,83061.0,972.0,18.0,0.011702,0.000217,0.011919,83061.0,109.0,16.0,569.0,0,0,160000.0,61.0,35836024.0,208.0,37.0,8.0,1,0,0,1,0,0.0,4.109259259259259,3.8346938775510204,3.985873919460257,3.9208677685950413,3.8413685847589423
1.0,22.0,4.0,1.0,105906.0,2849.0,415.0,0.026901,0.003919,0.03082,105906.0,191.0,11.0,511.0,0,0,1030000.0,2691.0,571025789.0,4790.0,47.0,10.0,0,0,0,1,0,0.0,4.058309037900875,3.963696369636964,3.985873919460257,3.9208677685950413,3.76672
1.0,11.0,4.0,1.0,46237.0,1302.0,84.0,0.028159,0.001817,0.029976,46237.0,212.0,19.0,788.0,0,0,17500.0,16.0,1737291.0,27.0,60.0,12.0,0,0,0,1,0,0.0,4.109259259259259,3.8346938775510204,3.985873919460257,3.9208677685950413,3.76672
1.0,14.0,4.0,1.0,19165.0,1129.0,263.0,0.058909,0.013723,0.072632,19165.0,642.0,33.0,1231.0,0,0,118000.0,4773.0,55788290.0,5642.0,72.0,14.0,0,1,1,1,0,0.0,4.058309037900875,3.8346938775510204,3.985873919460257,3.9208677685950413,4.039855072462944
1.0,8.0,4.0,1.0,299757.0,7294.0,768.0,0.0,0.0,0.0,0.0,117.0,0.0,1866.0,1,0,0.0,0.0,0.0,0.0,8.0,2.0,0,0,0,0,0,0.0,3.127344521224087,3.963696369636964,3.985873919460257,3.9208677685950413,3.76672
1.0,19.0,4.0,1.0,28300.0,1864.0,134.0,0.065866,0.004735,0.070601,28300.0,2523.0,11.0,2494.0,0,0,997000.0,4947.0,738600915.0,4482.0,78.0,14.0,1,0,0,1,0,0.0,4.109259259259259,3.9951298701298703,3.985873919460257,3.9208677685950413,4.039855072462944
8.0,12.0,4.0,7.0,82859.0,264.0,7.0,0.003186,8.4e-05,0.003271,11837.0,703.0,19.0,228.0,0,0,27500.0,92.0,25324486.0,1785.0,91.0,21.0,0,0,0,0,1,0.0,4.87037037037037,3.8346938775510204,3.985873919460257,3.9208677685950413,4.871733966745843
2.0,22.0,4.0,1.0,255313.0,15097.0,519.0,0.059131,0.002033,0.061164,255313.0,938.0,1.0,1528.0,0,0,3840000.0,993.0,1877362036.0,4489.0,49.0,7.0,0,0,0,0,0,0.0,4.006849315068493,3.9951298701298703,3.985873919460257,3.9208677685950413,3.76672
1.0,12.0,4.0,1.0,62237.0,1157.0,75.0,0.01859,0.001205,0.019795,62237.0,112.0,5.0,17205.0,0,0,1030000.0,2690.0,570751799.0,4789.0,49.0,10.0,0,0,1,1,0,1.0,4.006849315068493,3.963696369636964,3.985873919460257,3.9208677685950413,3.76672
1.0,15.0,4.0,1.0,117611.0,4353.0,638.0,0.037012,0.005425,0.042437,117611.0,337.0,18.0,1110.0,0,0,249000.0,2433.0,246270056.0,1833.0,26.0,5.0,1,0,0,0,0,0.0,4.109259259259259,3.997315436241611,3.985873919460257,3.9208677685950413,3.76672
1.0,14.0,5.0,1.0,328784.0,5812.0,1305.0,0.017677,0.003969,0.021646,328784.0,249.0,26.0,3700.0,1,0,11300000.0,1158.0,2315244775.0,3022.0,21.0,4.0,0,0,0,1,0,0.0,4.058309037900875,3.8980978260869565,3.985873919460257,3.9208677685950413,3.76672
3.0,10.0,4.0,4.0,813857.0,10495.0,105.0,0.012895,0.000129,0.013024,203464.25,362.0,0.0,1410.0,0,0,4300000.0,1895.0,3333457275.0,3604.0,89.0,14.0,0,0,0,1,0,0.0,4.87037037037037,3.9951298701298703,3.985873919460257,3.9208677685950413,4.871733966745843
1.0,23.0,5.0,1.0,52008.0,618.0,63.0,0.011883,0.001211,0.013094,52008.0,473.0,31.0,1267.0,0,0,3830000.0,702.0,2858097635.0,1129.0,52.0,6.0,0,0,0,0,0,0.0,4.109259259259259,4.034257748776509,3.985873919460257,3.9208677685950413,3.8413685847589423
2.0,9.0,4.0,17.0,364292.0,256.0,3.0,0.000703,8e-06,0.000711,21428.94,744.0,10.0,334.0,0,0,133.0,25.0,656388.0,59.0,58.0,7.0,0,0,0,0,0,0.0,4.0939393939393875,3.997315436241611,3.985873919460257,3.9208677685950413,4.241984979684667
1.0,0.0,5.0,1.0,170964.0,4861.0,147.0,0.028433,0.00086,0.029293,170964.0,483.0,47.0,13714.0,0,0,1060000.0,574.0,170593089.0,3042.0,64.0,15.0,1,1,0,1,1,2.0,4.058309037900875,4.034257748776509,3.985873919460257,3.9208677685950413,3.76672
1.0,9.0,5.0,1.0,299757.0,7294.0,768.0,0.0,0.0,0.0,0.0,107.0,0.0,9065.0,1,0,0.0,0.0,0.0,0.0,19.0,3.0,0,0,0,0,0,0.0,3.127344521224087,3.8346938775510204,3.985873919460257,3.9208677685950413,3.76672
1.0,14.0,5.0,1.0,79990.0,3899.0,330.0,0.048744,0.004126,0.052869,79990.0,252.0,28.0,686.0,0,0,72600.0,36.0,10506168.0,233.0,57.0,12.0,0,0,1,1,0,0.0,3.127344521224087,3.8346938775510204,3.985873919460257,3.9208677685950413,3.8413685847589423
2.0,22.0,5.0,1.0,177353.0,9383.0,493.0,0.052906,0.00278,0.055686,177353.0,1328.0,21.0,4872.0,0,0,1110000.0,83.0,95318037.0,630.0,34.0,5.0,0,0,0,0,0,0.0,4.006849315068493,4.034257748776509,3.985873919460257,3.9208677685950413,3.76672
1.0,10.0,4.0,1.0,6957.0,411.0,92.0,0.059077,0.013224,0.072301,6957.0,530.0,4.0,1049.0,0,0,54800.0,2299.0,32318007.0,1600.0,64.0,12.0,0,0,1,1,1,0.0,4.109259259259259,3.845890410958904,3.985873919460257,3.9208677685950413,3.9406405987628847
1.0,16.0,4.0,1.0,115366.0,1493.0,27.0,0.012941,0.000234,0.013175,115366.0,1036.0,23.0,4752.0,0,0,2630000.0,3052.0,402091291.0,4752.0,67.0,13.0,1,0,1,1,0,0.0,4.109259259259259,3.8346938775510204,3.985873919460257,3.9208677685950413,3.8413685847589423
1.0,3.0,4.0,1.0,332518.0,36633.0,3140.0,0.110168,0.009443,0.119612,332518.0,1505.0,16.0,219.0,1,0,1620000.0,521.0,486816887.0,1497.0,61.0,12.0,1,0,0,0,0,0.0,4.006849315068493,3.997315436241611,3.985873919460257,3.9208677685950413,3.76672
8.0,23.0,4.0,1.0,73278.0,230.0,3.0,0.003139,4.1e-05,0.00318,73278.0,675.0,0.0,575.0,0,0,8800.0,79.0,6522394.0,136.0,42.0,10.0,0,0,0,0,0,0.0,4.87037037037037,4.034257748776509,3.985873919460257,3.9208677685950413,4.871733966745843
1.0,2.0,5.0,1.0,401052.0,875.0,1.0,0.002182,2e-06,0.002184,401052.0,345.0,32.0,42896.0,0,0,23800.0,306.0,8905649.0,1064.0,89.0,15.0,1,0,0,1,0,0.0,4.87037037037037,4.034257748776509,3.985873919460257,3.9208677685950413,3.76672
1.0,1.0,4.0,1.0,79946.0,1943.0,168.0,0.024304,0.002101,0.026405,79946.0,192.0,3.0,5656.0,0,0,1370000.0,1690.0,1247223271.0,4593.0,41.0,8.0,0,0,0,0,0,0.0,4.058309037900875,3.8346938775510204,3.985873919460257,3.9208677685950413,3.8413685847589423
3.0,16.0,4.0,17.0,5859050.0,199040.0,7906.0,0.033971,0.001349,0.035321,344650.0,664.0,2.0,102.0,1,0,22600000.0,10347.0,7164486101.0,7619.0,88.0,13.0,0,0,0,0,0,0.0,3.8533834586482403,3.997315436241611,3.985873919460257,3.9208677685950413,3.76672
1.0,4.0,4.0,1.0,135299.0,10511.0,729.0,0.077687,0.005388,0.083075,135299.0,618.0,6.0,599.0,0,0,2080000.0,1058.0,608241831.0,3250.0,43.0,7.0,1,0,0,1,0,0.0,4.006849315068493,3.9951298701298703,3.985873919460257,3.9208677685950413,4.039855072462944
1.0,14.0,4.0,1.0,278704.0,3601.0,600.0,0.012921,0.002153,0.015073,278704.0,108.0,8.0,1207.0,0,0,4390000.0,1146.0,1659093832.0,1052.0,38.0,5.0,1,0,0,1,0,0.0,4.109259259259259,3.997315436241611,3.985873919460257,3.9208677685950413,3.76672
1.0,21.0,4.0,1.0,536652.0,904.0,5.0,0.001685,9e-06,0.001694,536652.0,2192.0,16.0,333.0,0,0,1120.0,33.0,6266227.0,91.0,32.0,5.0,0,0,0,0,0,0.0,3.127344521224087,3.8346938775510204,3.985873919460257,3.9208677685950413,4.470476166046671
4.0,10.0,4.0,14.0,171738.0,112.0,9.0,0.000652,5.2e-05,0.000705,12267.0,1723.0,2.0,228.0,0,0,1180.0,24.0,260042.0,47.0,81.0,19.0,0,0,0,0,0,0.0,4.87037037037037,3.8346938775510204,3.985873919460257,3.9208677685950413,4.871733966745843
1.0,22.0,4.0,2.0,67397.0,433.0,8.0,0.006425,0.000119,0.006543,33698.5,808.0,25.0,6524.0,1,0,387000.0,173.0,41723406.0,1098.0,99.0,22.0,1,0,0,1,0,0.0,4.87037037037037,3.997315436241611,3.985873919460257,3.9208677685950413,4.871733966745843
1.0,8.0,5.0,1.0,299757.0,7294.0,768.0,0.0,0.0,0.0,0.0,134.0,0.0,1866.0,1,0,0.0,0.0,0.0,0.0,14.0,2.0,0,0,0,0,0,0.0,3.127344521224087,4.034257748776509,3.985873919460257,3.9208677685950413,3.76672
1.0,17.0,5.0,1.0,59017.0,3994.0,751.0,0.067675,0.012725,0.080401,59017.0,526.0,0.0,1181.0,0,0,25300000.0,3717.0,17065058830.0,6000.0,31.0,6.0,0,0,0,1,0,0.0,4.058309037900875,3.8346938775510204,3.985873919460257,3.9208677685950413,3.76672
2.0,3.0,4.0,1.0,73737.0,884.0,188.0,0.011989,0.00255,0.014538,73737.0,623.0,19.0,116.0,0,0,3090000.0,1605.0,537083115.0,2979.0,75.0,13.0,1,0,0,1,1,0.0,4.006849315068493,3.997315436241611,3.985873919460257,3.9208677685950413,3.76672
2.0,10.0,4.0,1.0,95396.0,1152.0,46.0,0.012076,0.000482,0.012558,95396.0,125.0,21.0,1332.0,0,0,325000.0,883.0,203656794.0,2370.0,83.0,19.0,1,0,0,1,0,0.0,4.87037037037037,3.845890410958904,3.985873919460257,3.9208677685950413,4.871733966745843
1.0,15.0,4.0,1.0,739087.0,24046.0,1129.0,0.032535,0.001528,0.034062,739087.0,648.0,29.0,7165.0,0,0,2240000.0,1387.0,843779087.0,5321.0,54.0,10.0,1,0,0,0,0,0.0,3.127344521224087,3.8980978260869565,3.985873919460257,3.9208677685950413,3.76672
2.0,12.0,4.0,13.0,93560.0,745.0,17.0,0.007963,0.000182,0.008145,7196.92,2059.0,0.0,2911.0,0,0,1700.0,21.0,491258.0,173.0,93.0,13.0,1,0,0,0,0,0.0,4.0939393939393875,3.845890410958904,3.985873919460257,3.9208677685950413,4.187982299116886
1.0,14.0,5.0,1.0,299757.0,7294.0,768.0,0.0,0.0,0.0,0.0,239.0,0.0,9496.0,1,0,0.0,0.0,0.0,0.0,36.0,5.0,1,0,0,0,0,0.0,3.127344521224087,3.8346938775510204,3.985873919460257,3.9208677685950413,3.76672
1.0,17.0,4.0,1.0,734348.0,89884.0,6567.0,0.1224,0.008943,0.131342,734348.0,414.0,0.0,237.0,1,0,2580000.0,177.0,522564620.0,7471.0,57.0,8.0,0,0,0,0,0,0.0,4.109259259259259,3.845890410958904,3.985873919460257,3.9208677685950413,3.76672
2.0,19.0,4.0,1.0,221822.0,6678.0,1317.0,0.030105,0.005937,0.036042,221822.0,455.0,21.0,531.0,0,0,4840000.0,787.0,1558154811.0,4208.0,51.0,10.0,1,0,0,1,0,0.0,4.006849315068493,3.8980978260869565,3.985873919460257,3.9208677685950413,4.039855072462944
1.0,10.0,4.0,7.0,19209.0,1317.0,0.0,0.068562,0.0,0.068562,2744.14,158.0,2.0,128.0,0,0,3390.0,12.0,286923.0,3789.0,11.0,2.0,0,0,0,0,0,0.0,4.058309037900875,3.997315436241611,3.985873919460257,3.9208677685950413,3.76672
1.0,20.0,4.0,1.0,230624.0,4130.0,376.0,0.017908,0.00163,0.019538,230624.0,125.0,8.0,926.0,0,0,4720000.0,1300.0,781472936.0,976.0,31.0,5.0,0,0,0,1,0,0.0,4.058309037900875,3.9951298701298703,3.985873919460257,3.9208677685950413,3.76672
2.0,13.0,4.0,1.0,140556.0,3250.0,87.0,0.023122,0.000619,0.023741,140556.0,379.0,7.0,551.0,0,0,909000.0,198.0,46026990.0,2757.0,59.0,11.0,1,0,1,0,0,1.0,4.109259259259259,3.8346938775510204,3.985873919460257,3.9208677685950413,3.76672
1.0,4.0,4.0,1.0,299757.0,7294.0,768.0,0.0,0.0,0.0,0.0,243.0,0.0,7765.0,1,0,0.0,0.0,0.0,0.0,28.0,4.0,0,0,0,0,0,0.0,3.127344521224087,3.8346938775510204,3.985873919460257,3.9208677685950413,3.76672
2.0,9.0,4.0,1.0,66989.0,739.0,10.0,0.011032,0.000149,0.011181,66989.0,577.0,27.0,7554.0,0,0,410000.0,264.0,87931545.0,2103.0,86.0,19.0,1,0,0,1,0,0.0,4.87037037037037,3.8346938775510204,3.985873919460257,3.9208677685950413,4.871733966745843
2.0,15.0,4.0,1.0,782550.0,28639.0,2296.0,0.036597,0.002934,0.039531,782550.0,1315.0,19.0,118.0,1,0,2760000.0,261.0,634633891.0,2651.0,40.0,5.0,0,0,0,0,0,0.0,4.0939393939393875,3.963696369636964,3.985873919460257,3.9208677685950413,3.76672
1.0,19.0,4.0,1.0,48405.0,1774.0,67.0,0.036649,0.001384,0.038033,48405.0,298.0,28.0,2431.0,0,0,969000.0,576.0,137471470.0,3429.0,51.0,9.0,1,0,1,1,1,0.0,4.109259259259259,3.8346938775510204,3.985873919460257,3.9208677685950413,3.76672
1.0,17.0,4.0,1.0,97104.0,6163.0,453.0,0.063468,0.004665,0.068133,97104.0,1097.0,8.0,7006.0,0,0,524000.0,213.0,94996043.0,2185.0,36.0,7.0,0,0,0,1,0,0.0,3.127344521224087,3.997315436241611,3.985873919460257,5.0928622136540405,3.76672
1.0,17.0,4.0,1.0,115289.0,1704.0,354.0,0.01478,0.003071,0.017851,115289.0,314.0,9.0,1021.0,0,0,1440000.0,1348.0,882691962.0,785.0,33.0,7.0,0,0,0,1,0,0.0,4.058309037900875,3.9951298701298703,3.985873919460257,3.9208677685950413,3.76672
4.0,12.0,4.0,1.0,1056081.0,24210.0,880.0,0.022924,0.000833,0.023758,1056081.0,2483.0,18.0,194.0,1,0,2560000.0,3538.0,1716138083.0,5060.0,100.0,20.0,0,0,0,1,0,0.0,4.006849315068493,3.963696369636964,3.985873919460257,3.9208677685950413,3.587342254364554
2.0,0.0,4.0,1.0,110416.0,4569.0,548.0,0.04138,0.004963,0.046343,110416.0,270.0,4.0,4738.0,0,0,1860000.0,810.0,590922837.0,987.0,40.0,7.0,0,0,0,0,0,0.0,4.006849315068493,3.845890410958904,3.985873919460257,3.9208677685950413,3.76672
1.0,11.0,5.0,1.0,119243.0,1420.0,111.0,0.011908,0.000931,0.012839,119243.0,351.0,19.0,1633.0,0,0,7810000.0,3756.0,6958765231.0,3400.0,91.0,16.0,1,0,0,1,0,0.0,4.87037037037037,3.8980978260869565,3.985873919460257,3.9208677685950413,4.871733966745843
1.0,18.0,4.0,1.0,27421.0,2431.0,263.0,0.088655,0.009591,0.098246,27421.0,1347.0,47.0,3921.0,0,0,654000.0,744.0,127450402.0,1320.0,15.0,3.0,0,0,0,1,0,0.0,4.109259259259259,3.8980978260869565,3.985873919460257,3.9208677685950413,4.039855072462944
1.0,15.0,4.0,1.0,64285.0,2759.0,255.0,0.042918,0.003967,0.046885,64285.0,264.0,50.0,2697.0,0,0,180000.0,1092.0,95887046.0,2179.0,33.0,5.0,0,0,0,0,0,0.0,4.058309037900875,3.845890410958904,3.985873919460257,3.9208677685950413,3.76672
1.0,19.0,4.0,1.0,61283.0,4813.0,347.0,0.078537,0.005662,0.0842,61283.0,380.0,0.0,988.0,0,0,252000.0,422.0,134285547.0,1249.0,37.0,7.0,0,0,0,0,0,0.0,4.058309037900875,3.997315436241611,3.985873919460257,3.9208677685950413,3.76672
1.0,23.0,4.0,1.0,140374.0,9421.0,1078.0,0.067114,0.007679,0.074793,140374.0,1351.0,15.0,2535.0,0,0,238000.0,80.0,36622674.0,283.0,44.0,6.0,0,0,0,1,1,0.0,4.058309037900875,3.8980978260869565,3.985873919460257,3.9208677685950413,3.76672
1.0,7.0,4.0,1.0,299757.0,7294.0,768.0,0.0,0.0,0.0,0.0,242.0,0.0,3665.0,1,0,0.0,0.0,0.0,0.0,15.0,3.0,0,0,0,0,0,0.0,3.127344521224087,3.997315436241611,3.985873919460257,3.9208677685950413,3.76672
1.0,23.0,5.0,1.0,445502.0,11677.0,940.0,0.026211,0.00211,0.028321,445502.0,405.0,3.0,1269.0,0,0,8650000.0,1019.0,2889920284.0,4196.0,35.0,8.0,0,0,0,1,0,0.0,3.127344521224087,3.8980978260869565,3.985873919460257,3.9208677685950413,3.76672
2.0,14.0,4.0,1.0,109228.0,11368.0,90.0,0.104076,0.000824,0.1049,109228.0,326.0,33.0,7498.0,0,0,4880000.0,2298.0,1686472939.0,2864.0,29.0,5.0,1,0,0,1,0,1.0,4.0939393939393875,3.9951298701298703,3.985873919460257,3.9208677685950413,4.040552852129271
1.0,19.0,4.0,1.0,69228.0,4913.0,383.0,0.070968,0.005532,0.076501,69228.0,655.0,48.0,2719.0,0,0,763000.0,611.0,126543795.0,7508.0,40.0,9.0,0,0,1,0,0,0.0,4.109259259259259,3.963696369636964,3.985873919460257,3.9208677685950413,3.76672
1.0,22.0,4.0,1.0,216858.0,4713.0,794.0,0.021733,0.003661,0.025394,216858.0,269.0,8.0,523.0,0,0,2780000.0,711.0,693180216.0,592.0,37.0,8.0,1,0,1,1,0,0.0,4.006849315068493,3.8980978260869565,3.985873919460257,3.9208677685950413,3.76672
1.0,10.0,4.0,7.0,20542.0,527.0,6.0,0.025655,0.000292,0.025947,2934.57,260.0,3.0,144.0,0,0,154.0,45.0,41823373.0,2619.0,11.0,2.0,0,0,0,0,0,0.0,4.006849315068493,3.997315436241611,3.985873919460257,3.9208677685950413,3.76672
4.0,11.0,4.0,3.0,149307.0,4401.0,166.0,0.029476,0.001112,0.030588,49769.0,1566.0,21.0,4047.0,0,0,159000.0,440.0,29621661.0,2070.0,56.0,14.0,0,0,0,1,0,0.0,4.87037037037037,3.997315436241611,3.985873919460257,3.9208677685950413,4.871733966745843
1.0,0.0,5.0,1.0,348243.0,3577.0,449.0,0.010272,0.001289,0.011561,348243.0,1127.0,14.0,976.0,0,0,1190000.0,1113.0,378864018.0,3431.0,62.0,13.0,0,0,0,1,0,0.0,4.006849315068493,3.8346938775510204,3.985873919460257,3.9208677685950413,3.76672
1.0,6.0,4.0,1.0,299757.0,7294.0,768.0,0.0,0.0,0.0,0.0,34.0,0.0,21785.0,1,0,0.0,0.0,0.0,0.0,43.0,8.0,0,0,0,1,0,0.0,3.127344521224087,3.8346938775510204,3.985873919460257,3.9208677685950413,3.76672
1.0,13.0,4.0,1.0,374855.0,13615.0,1958.0,0.036321,0.005223,0.041544,374855.0,713.0,6.0,2160.0,0,0,2350000.0,129.0,930136648.0,1707.0,35.0,6.0,0,0,0,0,0,0.0,4.109259259259259,3.845890410958904,3.985873919460257,3.9208677685950413,3.76672
1.0,2.0,4.0,1.0,222558.0,18228.0,969.0,0.081902,0.004354,0.086256,222558.0,625.0,12.0,751.0,0,0,1020000.0,105.0,160157005.0,3866.0,48.0,8.0,0,0,0,0,0,0.0,3.127344521224087,3.8346938775510204,3.985873919460257,3.9208677685950413,3.8413685847589423
1.0,11.0,4.0,12.0,144571.0,413.0,20.0,0.002857,0.000138,0.002995,12047.58,2375.0,23.0,301.0,0,0,43600.0,543.0,33457155.0,1360.0,97.0,22.0,1,0,0,1,1,0.0,4.87037037037037,3.963696369636964,3.985873919460257,3.9208677685950413,4.871733966745843
1.0,19.0,5.0,1.0,238043.0,1214.0,78.0,0.0051,0.000328,0.005428,238043.0,304.0,12.0,4238.0,0,0,394000.0,111.0,62331241.0,337.0,34.0,6.0,0,0,1,1,0,0.0,4.109259259259259,3.8980978260869565,3.985873919460257,3.9208677685950413,3.76672
2.0,14.0,4.0,1.0,20630.0,3797.0,397.0,0.184052,0.019244,0.203296,20630.0,0.0,0.0,79.0,0,0,742000.0,297.0,123865421.0,4112.0,11.0,2.0,0,0,0,0,0,0.0,4.058309037900875,3.8346938775510204,3.985873919460257,3.9208677685950413,3.76672
1.0,1.0,4.0,1.0,177691.0,5383.0,1407.0,0.030294,0.007918,0.038212,177691.0,144.0,23.0,696.0,0,0,440000.0,254.0,85975046.0,298.0,30.0,7.0,0,0,0,0,0,0.0,4.109259259259259,3.845890410958904,3.985873919460257,3.9208677685950413,3.76672
1.0,5.0,5.0,1.0,57777.0,9211.0,779.0,0.159423,0.013483,0.172906,57777.0,439.0,0.0,12.0,0,0,2060000.0,664.0,313761665.0,1980.0,39.0,8.0,0,0,0,0,0,1.0,4.058309037900875,3.8980978260869565,3.985873919460257,3.9208677685950413,3.76672
1.0,20.0,4.0,1.0,145348.0,2337.0,311.0,0.016079,0.00214,0.018218,145348.0,125.0,8.0,734.0,0,0,4720000.0,1302.0,782539784.0,977.0,23.0,4.0,0,0,0,1,0,0.0,3.127344521224087,3.997315436241611,3.985873919460257,3.9208677685950413,3.76672
